Compound_ID,InChIKey,Name,Molecule_ChEMBL_ID,Nivel_Modelo,Modelo_Detalle,Especie,Tejido_Organo,Tipo_Ensayo,Categoria_Endpoint,Endpoint_Original,Efecto_Magnitud,Efecto_Unidad,Es_Puro,Tipo_Efecto_Direccion,Concentracion_Dosis,Tiempo_Exposicion,Target_Conocido,Mecanismo_Propuesto,Ensayo_ChEMBL_ID,Referencia_Bibliografica,Metodo_Obtencion,Efecto_pX,Efecto_Magnitud_Numerico
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",URATE,7.3,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,7.3
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",LYM,12717.67,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,12717.67
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MONO,34.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,34.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",NEUTSG,981.67,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,981.67
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",RBC,5350000.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,5350000.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",HCT,33.67,%,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,33.67
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",WBC,13730.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,13730.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MCH,24.93,pg,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,24.93
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MCHC,396000.0,ug.mL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,396000.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MCV,62.9,fL,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,62.9
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",MONOLE,0.33,%,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,0.33
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Rattus norvegicus,Rattus norvegicus,,T — DrugMatrix - Regimen: Daily Repeat,"Estudio en organismo modelo completo (in vivo, no antimicrobiano)",PLAT,1267330.0,cells.uL-1,True,,,,,,CHEMBL3885882,None (None) [CHEMBL3885881],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,1267330.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,UNCHECKED,Unchecked,,,B — Selectivity ratio of Ki for recombinant human carbonic anhydrase 2 to Ki for recombinant Malassezia globosa beta-carbonic anhydrase,Efecto bioquímico general (target no molecular),Ratio Ki,0.78,,True,,,,,,CHEMBL4017664,Bioorg Med Chem (2017) [CHEMBL4017449],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,0.78
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,UNCHECKED,Unchecked,,,B — Selectivity ratio of Ki for recombinant human carbonic anhydrase 1 to Ki for recombinant Malassezia globosa beta-carbonic anhydrase,Efecto bioquímico general (target no molecular),Ratio Ki,14.3,,True,,,,,,CHEMBL4017663,Bioorg Med Chem (2017) [CHEMBL4017449],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,14.3
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,UNCHECKED,Unchecked,,,B — Inhibition of Malassezia globosa recombinant beta-carbonic anhydrase preincubated for 15 mins prior to testing measured for 10 to 100 secs by phenol red-based stopped-flow CO2 hydration assay,Efecto bioquímico general (target no molecular),Ki,7000.0,nM,True,,,,,,CHEMBL4017660,Bioorg Med Chem (2017) [CHEMBL4017449],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.154901959985743,7000.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,SINGLE PROTEIN,E3 ubiquitin-protein ligase Mdm2,Homo sapiens,,B — Inhibition of biotin-labelled p53 binding to MDM2 (25 to 109 residues) (unknown origin) by surface plasmon resonance method,Unión molecular (binding),IC50,100000.0,nM,True,,,,E3 ubiquitin-protein ligase Mdm2,,CHEMBL4017936,Bioorg Med Chem Lett (2017) [CHEMBL4017461],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.0,100000.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,UNCHECKED,Unchecked,,,B — Covalent inhibition of purified Sporosarcinia pasteurii urease by phenol red based method,Efecto bioquímico general (target no molecular),IC50,7400.0,nM,True,,,,,,CHEMBL4321162,Bioorg Med Chem Lett (2019) [CHEMBL4316615],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.130768280269024,7400.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,UNCHECKED,Unchecked,,,B — Inhibition of purified Sporosarcinia pasteurii urease assessed as Kinact/Ki ratio by phenol red based method,Efecto bioquímico general (target no molecular),Ratio,346.0,/M/s,True,,,,,,CHEMBL4321163,Bioorg Med Chem Lett (2019) [CHEMBL4316615],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,346.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,NO TARGET,No relevant target,,,P — Glutathione reactivity of the compound,Efecto bioquímico general (target no molecular),log K,2.24,,True,,,,,,CHEMBL4321165,Bioorg Med Chem Lett (2019) [CHEMBL4316615],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,2.24
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,CELL-LINE,NIH3T3,Mus musculus,,A — Cytotoxicity in mouse 3T3 cells assessed as inhibition of cell proliferation,Citotoxicidad / viabilidad celular,LC50,7870.0,nM,True,,,,,,CHEMBL4321166,Bioorg Med Chem Lett (2019) [CHEMBL4316615],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,7870.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,UNCHECKED,Unchecked,,,B — Inhibition of F1F0-ATP synthase in Escherichia coli relative to control,Efecto bioquímico general (target no molecular),Inhibition,40.0,%,True,,,,,,CHEMBL4415660,Eur J Med Chem (2019) [CHEMBL4414576],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,40.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,SINGLE PROTEIN,Arginase-1,Bos taurus,,B — Inhibition of recombinant bovine liver ARGI using L-arginine as substrate incubated for 60 mins by spectroscopic analysis,Actividad enzimática / inhibición de proteína específica,IC50,123000.0,nM,True,,,,Arginase-1,,CHEMBL4700001,RSC Med Chem (2020) [CHEMBL4699409],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",3.910094888560602,123000.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,SINGLE PROTEIN,Arginase-1,Bos taurus,,B — Inhibition of recombinant bovine liver ARGI at 500 uM using L-arginine as substrate incubated for 60 mins by spectroscopic analysis relative to control,Actividad enzimática / inhibición de proteína específica,Inhibition,69.0,%,True,,,,Arginase-1,,CHEMBL4700005,RSC Med Chem (2020) [CHEMBL4699409],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,69.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,UNCHECKED,Unchecked,,,B — Irreversible inhibition of Sporosarcina pasteurii CCM 2056 urease assessed as enzyme activity recovery level pre-incubated up to 1.5 hrs before urea addition and further incubated for 20 mins in presence of DTT (added at 28 mins of assay at 2 times molar concentration of compound) by Berthelot reaction based end-point ammonia quantification colorimetry,Efecto bioquímico general (target no molecular),Activity,55.0,%,True,,,,,,CHEMBL4775508,J Med Chem (2021) [CHEMBL4765477],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,55.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,UNCHECKED,Unchecked,,,F — Inhibition of urea decomposition in Proteus mirabilis PCM 543 assessed as reduction in ammonia release pre-incubated for 1 hr before urea addition and further incubated for 2 hrs by microplate reader analysis,Efecto bioquímico general (target no molecular),IC50,860000.0,nM,True,,,,,,CHEMBL4775509,J Med Chem (2021) [CHEMBL4765477],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",3.065501548756432,860000.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Staphylococcus aureus,Staphylococcus aureus,,F — Antibacterial activity in Staphylococcus aureus assessed as bacterial growth rate at 100 uM measured by UV absorbance based analysis,Actividad antimicrobiana/antiparasitaria,Activity,106.0,%,True,,,,,,CHEMBL4810026,Bioorg Med Chem Lett (2021) [CHEMBL4808204],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,106.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,ORGANISM,Staphylococcus aureus,Staphylococcus aureus,,F — Antibiofilm activity against Staphylococcus aureus assessed as biofilm formation at 100 uM measured by crystal violet staining based microplate reader assay,Actividad antimicrobiana/antiparasitaria,Activity,84.0,%,True,,,,,,CHEMBL4810027,Bioorg Med Chem Lett (2021) [CHEMBL4808204],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,84.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,NO TARGET,No relevant target,,,F — Antioxidant activity assessed as trolox equivalent of ABTS radical cation scavenging activity incubated for 24 hrs by UV-Vis spectrophotometric analysis,Antioxidante (radical/peroxidación),Activity,1.2,,True,,,,,,CHEMBL4821405,Eur J Med Chem (2021) [CHEMBL4819068],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,1.2
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,NO TARGET,No relevant target,,,F — Antioxidant activity assessed as decrease in ABTS radical cation scavenging activity incubated for 24 hrs by UV-Vis spectrophotometric analysis,Antioxidante (radical/peroxidación),IC50,16400.0,nM,True,,,,,,CHEMBL4821406,Eur J Med Chem (2021) [CHEMBL4819068],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.785156151952302,16400.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,SINGLE PROTEIN,Glutaminyl-peptide cyclotransferase,Homo sapiens,,B — Inhibition of recombinant human QC using H-Gln-AMC hydrobromide as fluorogenic substrate incubated for 6 hrs by fluorometric microplate reader analysis,Actividad enzimática / inhibición de proteína específica,IC50,5000.0,nM,True,,,,Glutaminyl-peptide cyclotransferase,,CHEMBL5149905,ACS Med Chem Lett (2022) [CHEMBL5143758],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",5.301029995663981,5000.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,PROTEIN FAMILY,Mushroom tyrosinase,Agaricus bisporus,,B — Binding affinity to mushroom tyrosinase assessed as catalytic constant,Unión molecular (binding),Kcat,874.0,/s,True,,,,,,CHEMBL5634571,Eur J Med Chem (2023) [CHEMBL5634078],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,874.0
B03,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Pyrocatechol,CHEMBL280998,PROTEIN FAMILY,Mushroom tyrosinase,Agaricus bisporus,,B — Binding affinity to mushroom tyrosinase assessed as maximal activity,Unión molecular (binding),Km,160.0,nM,True,,,,,,CHEMBL5634572,Eur J Med Chem (2023) [CHEMBL5634078],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,160.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,SINGLE PROTEIN,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,,"B — Inhibition of HIV-1 integrase, under 1 uM for the 3''-preprocessing",Actividad enzimática / inhibición de proteína específica,IC50,87800.0,nM,True,,,,Human immunodeficiency virus type 1 integrase,,CHEMBL701719,J Med Chem (2000) [CHEMBL1133723],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.056505484093897,87800.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,SINGLE PROTEIN,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,,"B — Tested for inhibition of HIV-1 integrase, under 1 uM for the strand transfer",Actividad enzimática / inhibición de proteína específica,IC50,45800.0,nM,True,,,,Human immunodeficiency virus type 1 integrase,,CHEMBL701720,J Med Chem (2000) [CHEMBL1133723],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.33913452199613,45800.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,CELL-LINE,MT2,Homo sapiens,,T — Lethal dose (LD5) concentration inhibiting growth of MT-2 cells by 5%,Efecto celular (sin especificar — revisar assay_description),LD5,249.0,uM,True,,,,,,CHEMBL711385,J Med Chem (1999) [CHEMBL1132572],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,249.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,ORGANISM,Human immunodeficiency virus 1,Human immunodeficiency virus 1,,F — Concentration that inhibits Human Immunodeficiency Virus Type 1 (HIV-1)-induced death of MT-2 cells,Actividad antimicrobiana/antiparasitaria,ED50,497.0,uM,True,,,,,,CHEMBL714699,J Med Chem (1999) [CHEMBL1132572],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,497.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,SINGLE PROTEIN,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,,B — Inhibition of Human Immunodeficiency Virus Type 1 integrase (HIV-1 IN) in the disintegration reaction at a concentration of 25 uM,Actividad enzimática / inhibición de proteína específica,Inhibition,59.7,%,True,,,,Human immunodeficiency virus type 1 integrase,,CHEMBL872048,J Med Chem (1999) [CHEMBL1132572],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,59.7
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,SINGLE PROTEIN,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,,B — Percentage inhibition of compound against 3'-processing of HIV-1 integrase at 100 ug/mL,Actividad enzimática / inhibición de proteína específica,Inhibition,76.9,%,True,,,,Human immunodeficiency virus type 1 integrase,,CHEMBL700695,J Med Chem (1997) [CHEMBL1129975],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,76.9
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,SINGLE PROTEIN,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,,B — Percentage inhibition against strand transfer of HIV-1 integrase at 100 ug/mL,Actividad enzimática / inhibición de proteína específica,Inhibition,87.7,%,True,,,,Human immunodeficiency virus type 1 integrase,,CHEMBL700696,J Med Chem (1997) [CHEMBL1129975],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,87.7
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,SINGLE PROTEIN,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,,B — Inhibitory concentration of compound against 3'-processing of HIV-1 integrase in experiment 1,Actividad enzimática / inhibición de proteína específica,IC50,87800.0,nM,True,,,,Human immunodeficiency virus type 1 integrase,,CHEMBL697789,J Med Chem (1997) [CHEMBL1129975],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.056505484093897,87800.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,SINGLE PROTEIN,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,,B — Inhibitory concentration of compound against 3'-processing of HIV-1 integrase in experiment 2,Actividad enzimática / inhibición de proteína específica,IC50,58200.0,nM,True,,,,Human immunodeficiency virus type 1 integrase,,CHEMBL701792,J Med Chem (1997) [CHEMBL1129975],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.235077015350112,58200.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,SINGLE PROTEIN,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,,B — Inhibitory concentration of compound against strand transfer of HIV-1 integrase in experiment 1,Actividad enzimática / inhibición de proteína específica,IC50,45800.0,nM,True,,,,Human immunodeficiency virus type 1 integrase,,CHEMBL699508,J Med Chem (1997) [CHEMBL1129975],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.33913452199613,45800.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,SINGLE PROTEIN,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,,B — Inhibitory concentration of compound against strand transfer of HIV-1 integrase in experiment 2,Actividad enzimática / inhibición de proteína específica,IC50,31300.0,nM,True,,,,Human immunodeficiency virus type 1 integrase,,CHEMBL699510,J Med Chem (1997) [CHEMBL1129975],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",4.504455662453552,31300.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,UNCHECKED,Unchecked,,,F — Inhibition glucose-6-phosphate hydrolysis in highly intact microsomal preparations obtained from livers of 20-h fasted rats.,Efecto bioquímico general (target no molecular),IC50,230000.0,nM,True,,,,,,CHEMBL879015,J Med Chem (1997) [CHEMBL1130159],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",3.638272163982407,230000.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,UNKNOWN,Radical scavenging activity,,,F — Antioxidant activity assessed as DPPH radical scavenging activity,Antioxidante (radical/peroxidación),IC50,67920000.0,nM,True,,,,,,CHEMBL906431,J Nat Prod (2007) [CHEMBL1143717],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",1.1680023227641037,67920000.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,SINGLE PROTEIN,Tyrosinase,Agaricus bisporus,,B — Inhibition of diphenolase activity of mushroom tyrosinase at 0.049 mM,Actividad enzimática / inhibición de proteína específica,Inhibition,7.78,%,True,,,,Tyrosinase,,CHEMBL892364,Bioorg Med Chem (2007) [CHEMBL1147177],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,7.78
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,ORGANISM,Pichia kudriavzevii,Pichia kudriavzevii,,F — Antifungal activity against Candida krusei ATCC 6258,Actividad antimicrobiana/antiparasitaria,MIC,64.0,ug.mL-1,True,,,,,,CHEMBL940884,Bioorg Med Chem (2007) [CHEMBL1139798],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,64.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,ORGANISM,Artemia,Artemia,,A — Lethality in brine shrimp at 100 ug/ml,Actividad antimicrobiana/antiparasitaria,Activity,100.0,%,True,,,,,,CHEMBL940885,Bioorg Med Chem (2007) [CHEMBL1139798],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,100.0
B04,CWVRJTMFETXNAD-JUHZACGLSA-N,Chlorogenic acid,CHEMBL284616,ORGANISM,Candida albicans,Candida albicans,,F — Antifungal activity against Candida albicans ATCC 90028 after 18 to 24 hrs,Actividad antimicrobiana/antiparasitaria,MIC,64.0,ug.mL-1,True,,,,,,CHEMBL940886,Bioorg Med Chem (2007) [CHEMBL1139798],"Automático (ChEMBL API) — campos manuales pendientes: Tipo_Efecto_Direccion, Concentracion_Dosis, Tiempo_Exposicion, Mecanismo_Propuesto",,64.0
